"Book Title","Author","ISBN","Rank","Week","x","y"
"IT STARTS WITH US","Colleen Hoover","9781668001226",5,638,19140,150
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",6,638,19140,180
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",7,638,19140,210
"VERITY","Colleen Hoover","9781791392796",8,638,19140,240
"DARK ANGEL","John Sandford","9780593422410",9,638,19140,270
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",10,638,19140,300
"CITY OF DREAMS","Don Winslow","9780062851239",11,638,19140,330
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",12,638,19140,360
"HANG THE MOON","Jeannette Walls","9781501117299",13,638,19140,390
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",14,638,19140,420
"UGLY LOVE","Colleen Hoover","9781476753188",15,638,19140,450
"DARK ANGEL","John Sandford","9780593422410",1,637,19110,30
"THE LAST THING HE TOLD ME","Laura Dave","9781501171345",2,637,19110,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,637,19110,90
"YOURS TRULY","Ab Jimenez","9781538704394",4,637,19110,120
"IT ENDS WITH US","Colleen Hoover","9781501110368",5,637,19110,150
"IT STARTS WITH US","Colleen Hoover","9781668001226",6,637,19110,180
"LASSITER","J.R. Ward","9781982180027",7,637,19110,210
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",8,637,19110,240
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",9,637,19110,270
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",10,637,19110,300
"VERITY","Colleen Hoover","9781791392796",11,637,19110,330
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",12,637,19110,360
"THE ONLY SURVIVORS","Megan Miranda","9781668010419",13,637,19110,390
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",14,637,19110,420
"HANG THE MOON","Jeannette Walls","9781501117299",15,637,19110,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,636,19080,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,636,19080,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,636,19080,90
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",4,636,19080,120
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",5,636,19080,150
"HOMECOMING","Kate Morton","9780063020894",6,636,19080,180
"ROMANTIC COMEDY","Curtis Sittenfeld","9780399590948",7,636,19080,210
"VERITY","Colleen Hoover","9781791392796",8,636,19080,240
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",9,636,19080,270
"THE LAST THING HE TOLD ME","Laura Dave","9781501171345",10,636,19080,300
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",11,636,19080,330
"HEART BONES","Colleen Hoover","9781668021910",12,636,19080,360
"HANG THE MOON","Jeannette Walls","9781501117299",13,636,19080,390
"UGLY LOVE","Colleen Hoover","9781476753188",14,636,19080,420
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",15,636,19080,450
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",1,635,19050,30
"IT STARTS WITH US","Colleen Hoover","9781668001226",2,635,19050,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,635,19050,90
"IT ENDS WITH US","Colleen Hoover","9781501110368",4,635,19050,120
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",5,635,19050,150
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",6,635,19050,180
"VERITY","Colleen Hoover","9781791392796",7,635,19050,210
"HANG THE MOON","Jeannette Walls","9781501117299",8,635,19050,240
"LOYALTY","Lisa Scottoline","9780525539803",9,635,19050,270
"I WILL FIND YOU","Harlan Coben","9781538748367",10,635,19050,300
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",11,635,19050,330
"UGLY LOVE","Colleen Hoover","9781476753188",12,635,19050,360
"THE LAST THING HE TOLD ME","Laura Dave","9781501171345",13,635,19050,390
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",14,635,19050,420
"HEART BONES","Colleen Hoover","9781668021910",15,635,19050,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,634,19020,30
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",2,634,19020,60
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",3,634,19020,90
"IT ENDS WITH US","Colleen Hoover","9781501110368",4,634,19020,120
"COUNTDOWN","James Patterson and Brendan DuBois","9780316457378",5,634,19020,150
"I WILL FIND YOU","Harlan Coben","9781538748367",6,634,19020,180
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",7,634,19020,210
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",8,634,19020,240
"VERITY","Colleen Hoover","9781791392796",9,634,19020,270
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",10,634,19020,300
"THE LAST THING HE TOLD ME","Laura Dave","9781501171345",11,634,19020,330
"SMOLDER","Laurell K. Hamilton","9781984804495",12,634,19020,360
"THE WHITE LADY","Jacqueline Winspear","9780062867988",13,634,19020,390
"HEART BONES","Colleen Hoover","9781668021910",14,634,19020,420
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",15,634,19020,450
"I WILL FIND YOU","Harlan Coben","9781538748367",1,633,18990,30
"HELLO BEAUTIFUL","Ann Napolitano","9780593243732",2,633,18990,60
"IT STARTS WITH US","Colleen Hoover","9781668001226",3,633,18990,90
"IT ENDS WITH US","Colleen Hoover","9781501110368",4,633,18990,120
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",5,633,18990,150
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",6,633,18990,180
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",7,633,18990,210
"VERITY","Colleen Hoover","9781791392796",8,633,18990,240
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",9,633,18990,270
"HEART BONES","Colleen Hoover","9781668021910",10,633,18990,300
"UGLY LOVE","Colleen Hoover","9781476753188",11,633,18990,330
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",12,633,18990,360
"PINEAPPLE STREET","Jenny Jackson","9780593490693",13,633,18990,390
"THINGS WE HIDE FROM THE LIGHT","Lucy Score","9781728276113",14,633,18990,420
"STORM WATCH","C.J. Box","9780593331309",15,633,18990,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,632,18960,30
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",2,632,18960,60
"IT ENDS WITH US","Colleen Hoover","9781501110368",3,632,18960,90
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",4,632,18960,120
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",5,632,18960,150
"WORTHY OPPONENTS","Danielle Steel","9781984821805",6,632,18960,180
"HEART BONES","Colleen Hoover","9781668021910",7,632,18960,210
"VERITY","Colleen Hoover","9781791392796",8,632,18960,240
"STORM WATCH","C.J. Box","9780593331309",9,632,18960,270
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",10,632,18960,300
"PINEAPPLE STREET","Jenny Jackson","9780593490693",11,632,18960,330
"UGLY LOVE","Colleen Hoover","9781476753188",12,632,18960,360
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",13,632,18960,390
"THINGS WE HIDE FROM THE LIGHT","Lucy Score","9781728276113",14,632,18960,420
"THE PARIS APARTMENT","Lucy Foley","9780063003057",15,632,18960,450
"STORM WATCH","C.J. Box","9780593331309",1,631,18930,30
"NEVER NEVER","Colleen Hoover and Tarryn Fisher","9781335004888",2,631,18930,60
"IT STARTS WITH US","Colleen Hoover","9781668001226",3,631,18930,90
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",4,631,18930,120
"IT ENDS WITH US","Colleen Hoover","9781501110368",5,631,18930,150
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",6,631,18930,180
"VERITY","Colleen Hoover","9781791392796",7,631,18930,210
"HEART BONES","Colleen Hoover","9781668021910",8,631,18930,240
"A DAY OF FALLEN NIGHT","Samantha Shannon","9781635577921",9,631,18930,270
"THINGS WE HIDE FROM THE LIGHT","Lucy Score","9781728276113",10,631,18930,300
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",11,631,18930,330
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",12,631,18930,360
"UGLY LOVE","Colleen Hoover","9781476753188",13,631,18930,390
"THE PARIS APARTMENT","Lucy Foley","9780063003057",14,631,18930,420
"SOMEONE ELSE'S SHOES","Jojo Moyes","9781984879295",15,631,18930,450
"THINGS WE HIDE FROM THE LIGHT","Lucy Score","9781728276113",1,630,18900,30
"IT STARTS WITH US","Colleen Hoover","9781668001226",2,630,18900,60
"IT ENDS WITH US","Colleen Hoover","9781501110368",3,630,18900,90
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",4,630,18900,120
"BURNER","Mark Greaney","9780593548103",5,630,18900,150
"HEART BONES","Colleen Hoover","9781668021910",6,630,18900,180
"VERITY","Colleen Hoover","9781791392796",7,630,18900,210
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",8,630,18900,240
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",9,630,18900,270
"THE LAST KINGDOM","Steve Berry","9781538720998",10,630,18900,300
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",11,630,18900,330
"UGLY LOVE","Colleen Hoover","9781476753188",12,630,18900,360
"I HAVE SOME QUESTIONS FOR YOU","Rebecca Makkai","9780593490143",13,630,18900,390
"SOMEONE ELSE'S SHOES","Jojo Moyes","9781984879295",14,630,18900,420
"THE PARIS APARTMENT","Lucy Foley","9780063003057",15,630,18900,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,629,18870,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,629,18870,60
"HEART BONES","Colleen Hoover","9781668021910",3,629,18870,90
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",4,629,18870,120
"VERITY","Colleen Hoover","9781791392796",5,629,18870,150
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",6,629,18870,180
"UGLY LOVE","Colleen Hoover","9781476753188",7,629,18870,210
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",8,629,18870,240
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",9,629,18870,270
"SOMEONE ELSE'S SHOES","Jojo Moyes","9781984879295",10,629,18870,300
"3 DAYS TO LIVE","James Patterson","9781538752760",11,629,18870,330
"THE LAST ORPHAN","Gregg Hurwitz","9781250252326",12,629,18870,360
"THINGS WE NEVER GOT OVER","Lucy Score","9781945631832",13,629,18870,390
"THE SILENT PATIENT","Alex Michaelides","9781250301697",14,629,18870,420
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",15,629,18870,450
"ENCORE IN DEATH","J.D. Robb","9781250284082",1,628,18840,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,628,18840,60
"IT STARTS WITH US","Colleen Hoover","9781668001226",3,628,18840,90
"HEART BONES","Colleen Hoover","9781668021910",4,628,18840,120
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",5,628,18840,150
"SOMEONE ELSE'S SHOES","Jojo Moyes","9781984879295",6,628,18840,180
"SECRETLY YOURS","Tessa Bailey","9780063238985",7,628,18840,210
"VERITY","Colleen Hoover","9781791392796",8,628,18840,240
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",9,628,18840,270
"UGLY LOVE","Colleen Hoover","9781476753188",10,628,18840,300
"UNNATURAL HISTORY","Jonathan Kellerman","9780525618614",11,628,18840,330
"RADIANT SIN","Katee Robert","9781728257006",12,628,18840,360
"ICEBREAKER","Hannah Grace","9781668026038",13,628,18840,390
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",14,628,18840,420
"THE SILENT PATIENT","Alex Michaelides","9781250301697",15,628,18840,450
"IT ENDS WITH US","Colleen Hoover","9781501110368",1,627,18810,30
"IT STARTS WITH US","Colleen Hoover","9781668001226",2,627,18810,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,627,18810,90
"VERITY","Colleen Hoover","9781791392796",4,627,18810,120
"HEART BONES","Colleen Hoover","9781668021910",5,627,18810,150
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",6,627,18810,180
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",7,627,18810,210
"UGLY LOVE","Colleen Hoover","9781476753188",8,627,18810,240
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",9,627,18810,270
"EXILES","Jane Harper","9781250235350",10,627,18810,300
"THE SILENT PATIENT","Alex Michaelides","9781250301697",11,627,18810,330
"THE HOUSE IN THE PINES","Ana Reyes","9780593186718",12,627,18810,360
"November 9","Colleen Hoover","9781501110344",13,627,18810,390
"THINGS WE NEVER GOT OVER","Lucy Score","9781945631832",14,627,18810,420
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",15,627,18810,450
"IT ENDS WITH US","Colleen Hoover","9781501110368",1,626,18780,30
"IT STARTS WITH US","Colleen Hoover","9781668001226",2,626,18780,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,626,18780,90
"VERITY","Colleen Hoover","9781791392796",4,626,18780,120
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",5,626,18780,150
"UGLY LOVE","Colleen Hoover","9781476753188",6,626,18780,180
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",7,626,18780,210
"RECOVERY ROAD","Christine Feehan","9780593439210",8,626,18780,240
"THE HOUSE OF WOLVES","James Patterson and Mike Lupica","9780316404297",9,626,18780,270
"THE HOUSE IN THE PINES","Ana Reyes","9780593186718",10,626,18780,300
"DAISY JONES & THE SIX","Taylor Jenkins Reid","9781524798628",11,626,18780,330
"THE SILENT PATIENT","Alex Michaelides","9781250301697",12,626,18780,360
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",13,626,18780,390
"THE DEVIL'S RANSOM","Brad Taylor","9780063221994",14,626,18780,420
"THE BOYS FROM BILOXI","John Grisham","9780385548922",15,626,18780,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,625,18750,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,625,18750,60
"THE CABINET OF DR. LENG","Douglas Preston and Lincoln Child","9781538736777",3,625,18750,90
"VERITY","Colleen Hoover","9781791392796",4,625,18750,120
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",5,625,18750,150
"THE HOUSE OF WOLVES","James Patterson and Mike Lupica","9780316404297",6,625,18750,180
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",7,625,18750,210
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",8,625,18750,240
"UGLY LOVE","Colleen Hoover","9781476753188",9,625,18750,270
"HOW TO SELL A HAUNTED HOUSE","Grady Hendrix","9780593201268",10,625,18750,300
"THE HOUSE IN THE PINES","Ana Reyes","9780593186718",11,625,18750,330
"THE SILENT PATIENT","Alex Michaelides","9781250301697",12,625,18750,360
"A MAN CALLED OVE","Fredrik Backman","9781476738024",13,625,18750,390
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",14,625,18750,420
"THE BOYS FROM BILOXI","John Grisham","9780385548922",15,625,18750,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,624,18720,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,624,18720,60
"THE HOUSE OF WOLVES","James Patterson and Mike Lupica","9780316404297",3,624,18720,90
"VERITY","Colleen Hoover","9781791392796",4,624,18720,120
"HELL BENT","Leigh Bardugo","9781250313102",5,624,18720,150
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",6,624,18720,180
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",7,624,18720,210
"UGLY LOVE","Colleen Hoover","9781476753188",8,624,18720,240
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",9,624,18720,270
"THE HOUSE IN THE PINES","Ana Reyes","9780593186718",10,624,18720,300
"MAD HONEY","Jodi Picoult and Jennifer Finney Boylan","9781984818386",11,624,18720,330
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",12,624,18720,360
"THE SILENT PATIENT","Alex Michaelides","9781250301697",13,624,18720,390
"THE BOYS FROM BILOXI","John Grisham","9780385548922",14,624,18720,420
"THINGS WE NEVER GOT OVER","Lucy Score","9781945631832",15,624,18720,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,623,18690,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,623,18690,60
"VERITY","Colleen Hoover","9781791392796",3,623,18690,90
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",4,623,18690,120
"WITHOUT A TRACE","Danielle Steel","9781984821867",5,623,18690,150
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",6,623,18690,180
"UGLY LOVE","Colleen Hoover","9781476753188",7,623,18690,210
"THE HOUSE IN THE PINES","Ana Reyes","9780593186718",8,623,18690,240
"THE SILENT PATIENT","Alex Michaelides","9781250301697",9,623,18690,270
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",10,623,18690,300
"THE BOYS FROM BILOXI","John Grisham","9780385548922",11,623,18690,330
"THE MAID","Nita Prose","9780593356159",12,623,18690,360
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",13,623,18690,390
"WHERE THE CRAWDADS SING","Delia Owens","9780735219090",14,623,18690,420
"LOATHE TO LOVE YOU","Ali Hazelwood","9780593437803",15,623,18690,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,622,18660,30
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",2,622,18660,60
"IT ENDS WITH US","Colleen Hoover","9781501110368",3,622,18660,90
"VERITY","Colleen Hoover","9781791392796",4,622,18660,120
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",5,622,18660,150
"MAD HONEY","Jodi Picoult and Jennifer Finney Boylan","9781984818386",6,622,18660,180
"UGLY LOVE","Colleen Hoover","9781476753188",7,622,18660,210
"TOMORROW, AND TOMORROW, AND TOMORROW","Gabrielle Zevin","9780593321201",8,622,18660,240
"THE BOYS FROM BILOXI","John Grisham","9780385548922",9,622,18660,270
"DESERT STAR","Michael Connelly","9780316485654",10,622,18660,300
"DREAMLAND","Nicholas Sparks","9780593449554",11,622,18660,330
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",12,622,18660,360
"THE SILENT PATIENT","Alex Michaelides","9781250301697",13,622,18660,390
"FAIRY TALE","Stephen King","9781668002179",14,622,18660,420
"BABEL","R.F. Kuang","9780063021426",15,622,18660,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,621,18630,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,621,18630,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,621,18630,90
"VERITY","Colleen Hoover","9781791392796",4,621,18630,120
"THE BOYS FROM BILOXI","John Grisham","9780385548922",5,621,18630,150
"FAIRY TALE","Stephen King","9781668002179",6,621,18630,180
"WHERE THE CRAWDADS SING","Delia Owens","9780735219090",7,621,18630,210
"UGLY LOVE","Colleen Hoover","9781476753188",8,621,18630,240
"THE SEVEN HUSBANDS OF EVELYN HUGO","Taylor Jenkins Reid","9781501161933",9,621,18630,270
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",10,621,18630,300
"DREAMLAND","Nicholas Sparks","9780593449554",11,621,18630,330
"November 9","Colleen Hoover","9781501110344",12,621,18630,360
"THE SILENT PATIENT","Alex Michaelides","9781250301697",13,621,18630,390
"TRIPLE CROSS","James Patterson","9780316499187",14,621,18630,420
"MAD HONEY","Jodi Picoult and Jennifer Finney Boylan","9781984818386",15,621,18630,450
"IT STARTS WITH US","Colleen Hoover","9781668001226",1,620,18600,30
"IT ENDS WITH US","Colleen Hoover","9781501110368",2,620,18600,60
"LESSONS IN CHEMISTRY","Bonnie Garmus","9780385547345",3,620,18600,90
"VERITY","Colleen Hoover","9781791392796",4,620,18600,120
"THE BOYS FROM BILOXI","John Grisham","9780385548922",5,620,18600,150
"FAIRY TALE","Stephen King","9781668002179",6,620,18600,180
"WHERE THE CRAWDADS SING","Delia Owens","9780735219090",7,620,18600,210
"UGLY LOVE","Colleen Hoover","9781476753188",8,620,18600,240
"DEMON COPPERHEAD","Barbara Kingsolver","9780063251922",9,620,18600,270
