"title","author","ISBN","rank","week","description","bestsellers_date","pub","img_url","big_image_url","week_text"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,694,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","May 18, 2024"
"THE PARADISE PROBLEM","Christina Lauren","9781668017722",6,694,"A large inheritance forces an unlikely couple, who married each other to attain subsidized housing when they were in college, back together.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781668017722-M.jpg","https://covers.openlibrary.org/b/isbn/9781668017722-L.jpg","May 18, 2024"
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",7,694,"Lucy returns to Prince Edward Island, where she finds it difficult to stay away from her best friend’s younger brother.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9780593638880-M.jpg","https://covers.openlibrary.org/b/isbn/9780593638880-L.jpg","May 18, 2024"
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",8,694,"Justin and Emma, whose exes find soulmates after breaking up with them, have a fling on a private island on Lake Minnetonka.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781538704431-M.jpg","https://covers.openlibrary.org/b/isbn/9781538704431-L.jpg","May 18, 2024"
"IT ENDS WITH US","Colleen Hoover","9781501110368",9,694,"A battered wife raised in a violent home attempts to halt the cycle of abuse.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781501110368-M.jpg","https://covers.openlibrary.org/b/isbn/9781501110368-L.jpg","May 18, 2024"
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,10,694,"Three estranged siblings find evidence of a dark secret involving their absent father and recently deceased mother.",2024-05-18,2024-06-02,"assets/na.jpg","","May 18, 2024"
"THE 24TH HOUR","James Patterson and Maxine Paetro","9780316403085",11,694,"The 24th book in the Women’s Murder Club series. A high-society killer could spell trouble for members of the club.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9780316403085-M.jpg","https://covers.openlibrary.org/b/isbn/9780316403085-L.jpg","May 18, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",12,694,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","May 18, 2024"
"MURDER YOUR EMPLOYER","Rupert Holmes","9781451648218",13,694,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781451648218-M.jpg","https://covers.openlibrary.org/b/isbn/9781451648218-L.jpg","May 18, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",14,694,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","May 18, 2024"
"HAPPY PLACE","Emily Henry","9780593441275",15,694,"A former couple pretend to be together for the sake of their friends during their annual getaway in Maine.",2024-05-18,2024-06-02,"https://covers.openlibrary.org/b/isbn/9780593441275-M.jpg","https://covers.openlibrary.org/b/isbn/9780593441275-L.jpg","May 18, 2024"
"THE 24TH HOUR","James Patterson and Maxine Paetro","9780316403085",1,693,"The 24th book in the Women’s Murder Club series. A high-society killer could spell trouble for members of the club.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9780316403085-M.jpg","https://covers.openlibrary.org/b/isbn/9780316403085-L.jpg","May 11, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",2,693,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","May 11, 2024"
"FUNNY STORY","Emily Henry","9780593441282",3,693,"After their exes run off together, Daphne and Miles form a friendship and concoct a plan involving misleading photos.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9780593441282-M.jpg","https://covers.openlibrary.org/b/isbn/9780593441282-L.jpg","May 11, 2024"
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",4,693,"Lucy returns to Prince Edward Island, where she finds it difficult to stay away from her best friend’s younger brother.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9780593638880-M.jpg","https://covers.openlibrary.org/b/isbn/9780593638880-L.jpg","May 11, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,693,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","May 11, 2024"
"FIVE BROKEN BLADES","Mai Corland","9781649376909",6,693,"Five dangerous liars must trust one another enough to kill the God King Joon.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781649376909-M.jpg","https://covers.openlibrary.org/b/isbn/9781649376909-L.jpg","May 11, 2024"
"LONG ISLAND","Colm Tóibín","9781476785110",7,693,"In 1976, an Irish woman who lives surrounded by her husband’s Italian American family is told he impregnated another woman.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781476785110-M.jpg","https://covers.openlibrary.org/b/isbn/9781476785110-L.jpg","May 11, 2024"
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",8,693,"The second book in the Court of Thorns and Roses series. Feyre gains the powers of the High Fae and a greater evil emerges.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781619634473-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634473-L.jpg","May 11, 2024"
"SUMMERS AT THE SAINT","Mary Kay Andrews","9781250278388",9,693,"Traci Eddings, the widowed owner of a faded landmark hotel on the coast of Georgia, has one summer to return it to its past glory.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781250278388-M.jpg","https://covers.openlibrary.org/b/isbn/9781250278388-L.jpg","May 11, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",10,693,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","May 11, 2024"
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,11,693,"Three estranged siblings find evidence of a dark secret involving their absent father and recently deceased mother.",2024-05-11,2024-05-26,"assets/na.jpg","","May 11, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",12,693,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","May 11, 2024"
"KING OF SLOTH","Ana Huang","9781728289755",13,693,"The fourth book in the Kings of Sin series. A tragedy forces a billionaire heir and his publicist to confront their feelings for each other.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781728289755-M.jpg","https://covers.openlibrary.org/b/isbn/9781728289755-L.jpg","May 11, 2024"
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",14,693,"The third book in the Court of Thorns and Roses series. As war approaches, Feyre endeavors to take charge of her magical and political powers.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781635575606-M.jpg","https://covers.openlibrary.org/b/isbn/9781635575606-L.jpg","May 11, 2024"
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",15,693,"Justin and Emma, whose exes find soulmates after breaking up with them, have a fling on a private island on Lake Minnetonka.",2024-05-11,2024-05-26,"https://covers.openlibrary.org/b/isbn/9781538704431-M.jpg","https://covers.openlibrary.org/b/isbn/9781538704431-L.jpg","May 11, 2024"
"KING OF SLOTH","Ana Huang","9781728289755",1,692,"The fourth book in the Kings of Sin series. A tragedy forces a billionaire heir and his publicist to confront their feelings for each other.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781728289755-M.jpg","https://covers.openlibrary.org/b/isbn/9781728289755-L.jpg","May 04, 2024"
"FUNNY STORY","Emily Henry","9780593441282",2,692,"After their exes run off together, Daphne and Miles form a friendship and concoct a plan involving misleading photos.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9780593441282-M.jpg","https://covers.openlibrary.org/b/isbn/9780593441282-L.jpg","May 04, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",3,692,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","May 04, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",4,692,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","May 04, 2024"
"ONLY THE BRAVE","Danielle Steel","9780593498439",5,692,"In World War II Germany, Sophia Alexander joins the resistance and faces several kinds of loss of family members.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9780593498439-M.jpg","https://covers.openlibrary.org/b/isbn/9780593498439-L.jpg","May 04, 2024"
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,6,692,"Three estranged siblings find evidence of a dark secret involving their absent father and recently deceased mother.",2024-05-04,2024-05-19,"assets/na.jpg","","May 04, 2024"
"A CALAMITY OF SOULS","David Baldacci","9781538765029",7,692,"Lawyers from different backgrounds represent a Black man charged with killing a wealthy white couple in Virginia in 1968.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781538765029-M.jpg","https://covers.openlibrary.org/b/isbn/9781538765029-L.jpg","May 04, 2024"
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",8,692,"The second book in the Court of Thorns and Roses series. Feyre gains the powers of the High Fae and a greater evil emerges.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781619634473-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634473-L.jpg","May 04, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",9,692,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","May 04, 2024"
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",10,692,"Justin and Emma, whose exes find soulmates after breaking up with them, have a fling on a private island on Lake Minnetonka.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781538704431-M.jpg","https://covers.openlibrary.org/b/isbn/9781538704431-L.jpg","May 04, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",11,692,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","May 04, 2024"
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",12,692,"The third book in the Court of Thorns and Roses series. As war approaches, Feyre endeavors to take charge of her magical and political powers.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781635575606-M.jpg","https://covers.openlibrary.org/b/isbn/9781635575606-L.jpg","May 04, 2024"
"MURDER YOUR EMPLOYER","Rupert Holmes","9781451648218",13,692,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781451648218-M.jpg","https://covers.openlibrary.org/b/isbn/9781451648218-L.jpg","May 04, 2024"
"HAPPY PLACE","Emily Henry","9780593441275",14,692,"A former couple pretend to be together for the sake of their friends during their annual getaway in Maine.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9780593441275-M.jpg","https://covers.openlibrary.org/b/isbn/9780593441275-L.jpg","May 04, 2024"
"A COURT OF FROST AND STARLIGHT","Sarah J. Maas","9781547600502",15,692,"The fourth book in the Court of Thorns and Roses series. After alterations incurred by war, Winter Solstice approaches.",2024-05-04,2024-05-19,"https://covers.openlibrary.org/b/isbn/9781547600502-M.jpg","https://covers.openlibrary.org/b/isbn/9781547600502-L.jpg","May 04, 2024"
"FUNNY STORY","Emily Henry","9780593441282",1,691,"After their exes run off together, Daphne and Miles form a friendship and concoct a plan involving misleading photos.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9780593441282-M.jpg","https://covers.openlibrary.org/b/isbn/9780593441282-L.jpg","April 27, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",2,691,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","April 27, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",3,691,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","April 27, 2024"
"A CALAMITY OF SOULS","David Baldacci","9781538765029",4,691,"Lawyers from different backgrounds represent a Black man charged with killing a wealthy white couple in Virginia in 1968.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9781538765029-M.jpg","https://covers.openlibrary.org/b/isbn/9781538765029-L.jpg","April 27, 2024"
"THE COVENANT OF WATER","Abraham Verghese","9780802162175",5,691,"Three generations of a family living on South India’s Malabar Coast suffer the loss of a family member by drowning.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9780802162175-M.jpg","https://covers.openlibrary.org/b/isbn/9780802162175-L.jpg","April 27, 2024"
"EXTINCTION","Douglas Preston","9780765317704",6,691,"A Colorado Bureau of Investigation agent and a county sheriff look into misdeeds involving kidnapping, murder and genetic manipulation.",2024-04-27,2024-05-12,"https://covers.openlibrary.org/b/isbn/9780765317704-M.jpg","https://covers.openlibrary.org/b/isbn/9780765317704-L.jpg","April 27, 2024"
